RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
969500WGRJR5Y3VHEL04,BOREAL BIDCO,KLEBER,"21, Avenue Kléber",PARIS,,75016,FR
969500O83684VUY8MY37,LEAPARK,DARTOIS-BIDOT,"9b, Passage Dartois Bidot",SAINT-MAUR-DES-FOSSES,,94100,FR
969500PMSMNIYEFVDT15,LES AMIS DE L'ABBAYE DU VAL D'IGNY,ABBAYE D'IGNY,,ARCIS-LE-PONSART,,51170,FR
969500SHS92WH72W1227,DAM'S FILMS,GUYONNIERE,Chemin de la Guyonnière,RUAUDIN,,72230,FR
969500SXX1E3K69FDN43,SLASH H,,"13, Rue du Docteur Peyrot",EAUBONNE,,95600,FR
969500VU8P72XW9TXF12,ROGER FILMS,4 DE SAINTONGE,"113, Rue Vieille du Temple",PARIS,,75003,FR
969500JGP1US09X3YR52,LOUWARD CONSULTING AND COACHING,,"245, Rue de la Marre",SAINT-LUNAIRE,,35800,FR
9695008ZEMNFNU356V93,ANIMULA,CHAMPS ELYSEES,"102, Avenue des Champs-Élysées",PARIS,,75008,FR
969500CNJYXCRPOMF208,TREMA INVEST,,"15, Avenue Marmontel",RUEIL-MALMAISON,,92500,FR
9695001ETBWOFA18I765,LV2A PATRIMOINE,397B CHE DU GENET,,SETE,,34200,FR
89450070ZAU5T5MKJV72,SPFPL JEAN PHILIPPE VOUILLON,,"28, Route de Cannes",GRASSE,,06130,FR
894500060A2PV0C70R02,BELLAMY,,"15, Boulevard de la Boutière",saint grégoire,,35760,FR
8945000V3L9AZI6PO623,Mécène Invest,,"4, Rue Albert Di Fusco",Marseille,,13007,FR
8945000USI5RPJIYD267,CPB & FRERES,,"17, Rue Hermione",LEGE-CAP-FERRET,,33950,FR
8945000UMYM02K72PI73,GIGI CAPITAL,,"106, Rue Vieille du Temple",Paris,,75003,FR
8945000UHF28FKV71Y31,MCR COMPOSITES,,"3, Rue Louis Armand",BON-ENCONTRE,,47240,FR
8945000MS9LUIID8C619,AG HOLDING,Gasperich,"7, Rue Charles Darwin",SAINT-MARTIN-D'HERES,,38400,FR
8945000J8RZ6TXS0AE42,FONCIMMO,,"17, Boulevard Cote Blatin",CLERMONT-FERRAND,,63000,FR
8945000IH28CN14M0M57,JBV SARL,,"1, Chemin de Torreilles",SAINT-HIPPOLYTE,,66510,FR
894500012P6LI4U92U16,C.R.V.,,"1, Rue du Four",AUJARGUES,,30250,FR
9845002FE0EEA97EEE18,LA VERCHERE,,"23, Avenue Alsace Lorraine",BOURGOIN-JALLIEU,FR-38,38300,FR
9845001434C65BF77E39,HOLDING NPNG,"COTE, IMMEUBLE MARKAPRIMA","16, Avenue de la Côté d'Argent",MARCHEPRIME,,33380,FR
9695003OINVUY7912B56,ARG88 CONSEIL,DUGAS MONTBEL,"6, Rue Dugas-Montbel",LYON,,69002,FR
96950083F6Z1HDILBZ20,ATHENA IMMO 8,Bruxelles,"6, Rue de l'Industrie",GEISPOLSHEIM,,67118,FR
9695003DR8HJ4PPRUP72,TRITON,SEPT FONS,Route de Sept-Fons,DIOU,,03290,FR
969500GX251ONTY85180,SOCIETE PAGNUTTI FRERES,,"2, Rue des Aulnaies",CELLETTES,,41120,FR
969500E3I9G7OCI0VP96,FLASH-BACK,,"17, Chemin Hillaire",BAGNERES-DE-BIGORRE,,65200,FR
969500LUW6BZHM9PT366,MADRY,,"15, Descente de Renage",BEAUCROISSANT,,38140,FR
9695007UZKNCLHOZN472,HORTICULTURE BERNARD FROGER,,"12, Chemin des Trois Paroisses",LES PONTS-DE-CE,,49130,FR
969500QPWOQGP6J2WN08,CLOUDCORP,Belair,"10, Rue des Dahlias",LYON,,69003,FR
969500S97O8SOM76QX94,ASAVINTER DEVELOPPEMENT SA,"a 24, GAY LUSSAC","20, Rue Gay-Lussac",GONESSE,,95500,FR
969500Q7ULQM6DPK3951,SKEET CORP,,"57, Rue Hermel",PARIS,,75018,FR
969500FN0V5J6XN5V325,COGIMMO,PEPINIERE,"10, Rue de la Pépinière",PARIS,,75008,FR
969500YXS7FH0T7HRL69,ASAVINTER,"24, GAY LUSSAC, 20-24 ZI","20, Rue Gay-Lussac",GONESSE,,95500,FR
969500HWE6OAB7HG0A05,GJ INVESTISSEMENT,,"115, Rue de la Pompe",PARIS,,75016,FR
969500C221ZOMJ827F31,DOCTEUR DOMINIQUE PIETRINI,,"11, Place de Breteuil",PARIS,,75007,FR
969500S8CLENZ6RZCB22,ALIF,"Verdun, 51 RUE DE VERDUN, LOT29",,LA COURNEUVE,,93120,FR
969500MIMO84QJTXMK88,ACMRC,,"4, Rue Louis de Broglie",LEZENNES,,59260,FR
969500F1B6P1K7M63E55,BO CONSULTING,BLEGNY,"13, Villa Nicolas de Blègny",PARIS,,75011,FR
969500FPZGGN4Q5F6413,SARL VESTIA IMMOBILIER,"ALLEE, IMM LE TRIANGLE","26, Allée Jules Milhau",MONTPELLIER,,34000,FR
969500A3NMTCL46VVV46,CMD,SAINT-LOUP,"10, Chemin de Saint Loup",CAPIAN,,33550,FR
969500USQ9E4DRLYXD91,PROFORMALYS,L'OPERA,"14, Avenue de l'Opéra",PARIS,,75001,FR
969500ZZN457V5WD8X49,SCI BALAVOINE AND CO IMMOBILIER,"1, ZAC LA PANCARTE",Rue de Bretagne,NORT-SUR-ERDRE,,44390,FR
969500JD7LCQKIHO6X37,DU LIEU DIEU,,"5, Le Lieu Dieu",BEAUCHAMPS,,80770,FR
9695003VSSQSDA6Z1C76,MANSEO,,"4, Rue de la Tremblaie",LA MILESSE,,72650,FR
969500URE0TZDEMCND33,C2R,,"5, Rue des Quinze Vingts",TROYES,,10000,FR
969500KPYXSA9SIF6D62,BDF INVESTISSENT,,"34, Rue Pierre Demours",PARIS,,75017,FR
969500PWRNUZD83KBQ88,HLBG3,16 SENTE DES HOMMES D'ARMES,,SAINTE-ADRESSE,,76310,FR
9695005D9E371MO9O598,SOCIETE CIVILE IMMOBILIERE LES CIGOGNEAUX 5,PRETEUR,"64, Rue du Prêteur",HAGUENAU,,67500,FR
969500VMRZYLW25F5I60,SYNDICAT DES SEMENCES DES PAYS DE LADOUR,"Cessange, FRENES","6, Rue des Frênes",DAX,,40100,FR
969500QR96AERPW0WZ56,ADMINISTRATION MANAGEMENT NEGOCIATION,,"26, Avenue Duquesne",PARIS,,75007,FR
9695006YG5KZC6Q5O992,COMPAGNIE FAMILIALE WENDEL FLORE 2,"95, BOETIE, 93-95","93, Rue La Boétie",PARIS,,75008,FR
969500X7UM93T0VEIU58,SAS DE L'URSON,PONT-A-MOUSSON,"9, Rue de Pont-à-Mousson",MONTIGNY-LES-METZ,,57950,FR
969500DPP9G1NWMSI468,ETUDES INFORMATIQUES GESTION,"ANDRE, LA DEFENSE","20, Avenue André Prothin",COURBEVOIE,,92400,FR
969500LRVGETTBSQLO96,IMMEUBLES DU SUD-OUEST,,"94, Rue Saint-Dominique",PARIS,,75007,FR
969500STT32HXQAWB998,DE FORNEL,,"37, Grande Rue",BARGES,,21910,FR
969500DBX9U5Q9VE2E32,POIRSON PARTICIPATIONS,"Ixelles, 20F GENERAL","20, Avenue du Général de Gaulle",JARVILLE-LA-MALGRANGE,,54140,FR
969500ZPP7J9I1P0RH71,C2,,"31, Rue de Kerfichant",LORIENT,,56100,FR
969500VF5XXH6XFJGO76,SELARL DE MEDECIN DU DOCTEUR BORSIK,,"9, Rue Jean-Jacques Bernard",COMPIEGNE,,60200,FR
969500G3HJF130NKYW90,LOU CONCEPT,8B,"8, Rue du Vercors",ECHIROLLES,,38130,FR
969500TOY4LBYZT25742,SERESTH,,"14, Rue de la Marjolaine",VENELLES,,13770,FR
9695004KFZMKSJQEIR20,SELARL CLAISSE GONZAGUE,DE SOLFERINO,"222, Rue Solférino",LILLE,,59000,FR
969500PT8017HBWFRS43,SA EXPRESS,91,Rue Victor Hugo,MIMIZAN,,40200,FR
969500BFBELSWQH2FS36,RHG2,,"26, Rue des Chevreuils",MARCHEPRIME,,33380,FR
969500W5JDZPT1CD4287,TULYPE,,"22, Boulevard de la Paix",COURBEVOIE,,92400,FR
969500NDL7Y8RVNTRL71,SIKIA,,"22, Boulevard de la Paix",COURBEVOIE,,92400,FR
969500C31CQRFPANE286,PENDANT CE TEMPS LA,,"44, Rue Rouelle",PARIS,,75015,FR
969500CK7K3OD10OW029,CONQUEST VENTURE,,"26, Avenue Perrichont",PARIS,,75016,FR
969500KQU3B4XJ7OD226,SCI DUCASSE,,"40, Avenue Jean Rieux",TOULOUSE,,31500,FR
969500LO87V6SINIDS84,SARL CONGRUENCES,,Chemin de Monteplan,IRIGNY,,69540,FR
969500HZ0KZGNDYFG203,HOLDING LUGO,,"35, Avenue du Parc Pereire",ARCACHON,,33120,FR
984500E2D6E9AETR0853,SASU MARS,SKLODOWSKA CURIE,"2, Rue Marie Sklodowska-Curie",TAVERNY,FR-75C,95150,FR
984500OCD9CE2D65C415,Museo,LOT 43 DOMAINE DE FITZGERALD,Chemin du Mas Rouge,LATTES,FR-34,34970,FR
8945000NJZCOPF0MLY21,SELARL DR GUILLAUME SIGONNEY,,"1, Rue Velpeau",Antony,,92160,FR
8945000OMS726ABS6U48,SCI DE LA MAISON CARREE,PENASSOUX,"5, Rue des Pénassoux",THIVIERS,,24800,FR
8945000OBP3IWBO0VQ33,SEANERJY SLH,,"52, Rue Spontini",PARIS,,75016,FR
8945000NPIWGCECI9I42,VAELLO,,Gaston Hameau,Vivies,,09500,FR
984500CD2D5P61E8O145,El GATO,"PALAIS HADRIEN, PORT FREJUS",,FREJUS,FR-83,83600,FR
8945000IS5BVWZSDBQ36,PORPHYRION,ALLEE ANDRE AMPERE,"106, Allée André Ampère",GEMENOS,,13420,FR
8945000IMLS4A0GHO687,SODIDIER EXPLOITATION,PRETRES,Rue Bouloire des Prêtres,MONTDIDIER,,80500,FR
8945000IXOVNJZ48ZA91,FCLA INVEST,118 B Peri,"118b, Boulevard Gabriel Péri",MALAKOFF,,92240,FR
